UNH ID #,Sample Name,Collection Date,Collection Time,Project,Sub_Project,Sub_ProjectA,NPOC (mg C/L),TDN (mg N/L),DON,NO3_Final,NO3_Status,NO3_Cd,NH4 (ug N/L),NH4_IC,Cation Run Date,Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),PO4 (ug P/L),PO4 (ugP/L),SiO2 (mg SiO2/L),WRRC sample info.pH,WRRC sample info.Cond,Spec_Cond,DO_Conc,DO%,Temperature,DTWT,Volume,Field Notes,Lab_Notes,Sample Type,Logger,WRRC Benchtop pH.pH,Closed Cell pH,Conductivity (uS/cm),WRRC Oxalate.Oxalate,Acetate (mg/L),Formate (mg/L),Oxalate (mg/L),Year,Start_Date_Time,BatchID
93158,Air Dried 3,03-Mar-10,,Lamprey,Wet Deposition,,,,,,2 values,,26.01,,,,,,,,,,,,,,,,,,,,,,100 ml of sample used,Blank,Liz Holden,,,,,,,,2010,,
93159,Kim Wipe Dried 1,03-Mar-10,,Lamprey,Wet Deposition,,,,,,2 values,,17.76,,,,,,,,,,,,,,,,,,,,,,100 ml of sample used,Blank,Liz Holden,,,,,,,,2010,,
93160,Kim Wipe Dried 2,03-Mar-10,,Lamprey,Wet Deposition,,,,,,2 values,,17.05,,,,,,,,,,,,,,,,,,,,,,100 ml of sample used,Blank,Liz Holden,,,,,,,,2010,,
93161,Kim Wipe Dried 3,03-Mar-10,,Lamprey,Wet Deposition,,,,,,2 values,,19.79,,,,,,,,,,,,,,,,,,,,,,100 ml of sample used,Blank,Liz Holden,,,,,,,,2010,,
93162,Acid Wash Only 1,03-Mar-10,,Lamprey,Wet Deposition,,,,,,2 values,,16.50,,,,,,,,,,,,,,,,,,,,,,100 ml of sample used,Blank,Liz Holden,,,,,,,,2010,,
93163,Acid Wash Only 2,03-Mar-10,,Lamprey,Wet Deposition,,,,,,2 values,,11.05,,,,,,,,,,,,,,,,,,,,,,100 ml of sample used,Blank,Liz Holden,,,,,,,,2010,,
93164,Acid Wash Only 3,03-Mar-10,,Lamprey,Wet Deposition,,,,,,2 values,,20.68,,,,,,,,,,,,,,,,,,,,,,100 ml of sample used,Blank,Liz Holden,,,,,,,,2010,,
93206,ppt6North,09-Mar-10,3:20:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Liz Holden,,,,,,,,2010,,
93207,TF2,09-Mar-10,11:00:00 AM,Lamprey,Wet Deposition,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,Estimated collection time,Precipitation,Michelle Daley,,,,,,,,2010,,
93236,ppt6North,16-Mar-10,3:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,10620,major flooding,,Precipitation,Liz Holden,,,,,,,,2010,,
93237,TF2,19-Mar-10,11:00:00 AM,Lamprey,Weekly,,0.35,0.09,0.00,0.04,good,,58.08,,06-Jun-11,0.66,0.04,0.12,0.60,0.05,0.06,0.08,,1.06,0.00,4.57,,6,,,,,9602,major flooding; bucket out for 10 days due to road closure,,Precipitation,Liz Holden,,,,,,,,2010,,
93272,ppt6North,23-Mar-10,11:00:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2717,,,Precipitation,Liz Holden,,,,,,,,2010,,
93273,TF2,23-Mar-10,9:30:00 AM,Lamprey,Weekly,,0.33,0.10,0.01,0.04,good,,54.02,,06-Jun-11,0.22,0.04,0.07,0.29,0.08,0.02,0.05,,2.06,0.03,5.42,,3,,,,,2438.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
93422,ppt6North,30-Mar-10,11:00:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,3572,,,Precipitation,Liz Holden,,,,,,,,2010,,
93423,TF2,30-Mar-10,12:45:00 PM,Lamprey,Weekly,,0.45,0.19,0.00,0.08,good,,104.86,,06-Jun-11,0.43,0.08,0.11,0.41,0.05,0.03,0.07,,1.54,0.02,6.37,,6,,,,,4760,,,Precipitation,Liz Holden,,,,,,,,2010,,
93668,ppt6North,06-Apr-10,12:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,4487.5,debris in bucket--switched collector to funnel and bottle,"Funnel diameter was 6"".  Different diameter than funnel used in past",Precipitation,Liz Holden,,,,,,,,2010,,
93669,TF2,06-Apr-10,11:00:00 AM,Lamprey,Weekly,,0.38,0.07,0.02,0.01,good,,39.10,,06-Jun-11,0.14,0.01,0.04,0.18,0.05,0.01,0.02,,0.99,0.00,6.21,,6,,,,,4416.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
93782,ppt6North,13-Apr-10,2:45:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,bottle fell off collector,,Precipitation,Liz Holden,,,,,,,,2010,,
93783,TF2,13-Apr-10,4:20:00 PM,Lamprey,Wet Deposition,,1.26,0.66,0.00,0.25,good,,420.06,,06-Jun-11,0.14,0.25,0.39,0.23,0.12,0.01,0.06,,2.60,0.02,3.96,,14,,,,,941,plastic pad needs to be replaced,Estimated collection time,Precipitation,Michelle Daley,,,,,,,,2010,,
93990,ppt6North,20-Apr-10,11:00:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,should have some precip; was collector knocked over and put back up? Changed bungee holder,,Precipitation,Liz Holden,,,,,,,,2010,,
93991,TF2,20-Apr-10,9:45:00 AM,Lamprey,Weekly,,1.06,0.72,0.00,0.29,good,,425.04,,06-Jun-11,0.41,0.29,0.38,0.49,0.22,0.08,0.28,,5.16,0.01,5.45,,11,,,,,2154,,,Precipitation,Liz Holden,,,,,,,,2010,,
94036,ppt6North,27-Apr-10,12:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,18.63,,,Precipitation,Liz Holden,,,,,,,,2010,,
94037,TF2,27-Apr-10,11:10:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,36.5,,not enough volume for bottles or field parameters,Precipitation,Liz Holden,,,,,,,,2010,,
94086,ppt6North,04-May-10,12:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,8,,,Precipitation,Liz Holden,,,,,,,,2010,,
94087,TF2,04-May-10,10:15:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,246.5,,not enough volume to save,Precipitation,Liz Holden,,,,,,,,2010,,
94221,ppt6North,11-May-10,2:30:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,21.13,,,Precipitation,Liz Holden,,,,,,,,2010,,
94222,TF2,11-May-10,11:00:00 AM,Lamprey,Wet Deposition,,1.13,0.66,-0.01,0.30,good,,363.35,,06-Jun-11,0.41,0.30,0.41,0.41,0.13,0.05,0.24,,2.88,0.01,,,,,,,,1491.5,"adjusted arms, plastic pad needs to be replaced",,Precipitation,Michelle Daley,,,,,,,,2010,,
94236,ppt6North,18-May-10,11:15:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1.63,,,Precipitation,Liz Holden,,,,,,,,2010,,
94237,TF2,18-May-10,10:00:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,220,,not enough volume for bottles or field parameters,Precipitation,Liz Holden,,,,,,,,2010,,
94258,ppt6North,25-May-10,11:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,671,,,Precipitation,Liz Holden,,,,,,,,2010,,
94259,TF2,25-May-10,10:10:00 AM,Lamprey,Weekly,,0.57,0.12,0.04,0.02,good,,68.03,,06-Jun-11,0.08,0.02,0.03,0.18,0.07,0.01,0.04,,1.72,0.04,5.93,,3,,,,,3298.42,,,Precipitation,Liz Holden,,,,,,,,2010,,
94264,ppt6North,01-Jun-10,11:45:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,242.13,,,Precipitation,Liz Holden,,,,,,,,2010,,
94265,TF2,01-Jun-10,10:00:00 AM,Lamprey,Weekly,,5.07,1.63,0.55,0.43,good,,652.80,,06-Jun-11,1.44,0.43,0.48,1.84,0.37,0.09,0.52,,5.86,,,,,,,,,87,only enough vol to save 60-ml sample; only one rinse of syringe and bottle,,Precipitation,Liz Holden,,,,,,,,2010,,
94286,ppt6North,08-Jun-10,2:30:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,977.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
94287,TF2,08-Jun-10,9:40:00 AM,Lamprey,Wet Deposition,,1.68,0.91,0.00,0.37,good,,538.92,,06-Jun-11,0.14,0.37,0.70,0.13,0.10,0.02,0.13,,1.35,0.06,4.42,,21,,,,,3520.5,lots of pollen/residue in collector,,Precipitation,Liz Holden,,,,,,,,2010,,
94583,ppt6North,15-Jun-10,11:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,163.63,,,Precipitation,Liz Holden,,,,,,,,2010,,
94584,TF2,15-Jun-10,10:15:00 AM,Lamprey,Weekly,,0.95,0.31,0.00,0.19,good,,120.45,,06-Jun-11,0.15,0.19,0.19,0.28,0.31,0.02,0.09,,3.73,0.05,5.13,,7,,,,,1269.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
94638,ppt6North,22-Jun-10,10:10:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Liz Holden,,,,,,,,2010,,
94639,TF2,22-Jun-10,11:45:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,108,,"not enough volume for pH, SC, 30 ml bottle--only 60 ml bottle rinsed once, syringe rinsed once",Precipitation,Liz Holden,,,,,,,,2010,,
94657,ppt6North,30-Jun-10,11:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,220,,,Precipitation,Liz Holden,,,,,,,,2010,,
94658,TF2,29-Jun-10,1:30:00 PM,Lamprey,Weekly,,3.25,1.54,0.00,0.80,good,,736.85,,06-Jun-11,0.43,0.80,1.37,0.32,0.15,0.06,0.32,,3.00,,,,,,,,,324,,"not enough volume for pH, SC, 30 ml bottle--only 60 ml bottle",Precipitation,Liz Holden,,,,,,,,2010,,
94687,ppt6North,06-Jul-10,12:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Liz Holden,,,,,,,,2010,,
94688,TF2,06-Jul-10,1:40:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,no volume to collect,Precipitation,Liz Holden,,,,,,,,2010,,
94877,ppt6North,13-Jul-10,5:00:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,189.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
94878,TF2,13-Jul-10,11:30:00 AM,Lamprey,Wet Deposition,,1.94,0.47,,0.19,good,,,,10-Jan-19,0.65,0.19,0.26,0.36,0.35,0.02,0.08,,102.68,0.03,,,,,,,,1667.5,,,Precipitation,Liz Holden,,,,,0.00,0.38,0.02,2010,,
94943,ppt6North,20-Jul-10,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Liz Holden,,,,,,,,2010,,
94944,TF2,20-Jul-10,9:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,est time,Precipitation,Liz Holden,,,,,,,,2010,,
94990,ppt6North,27-Jul-10,11:10:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,"Tube out of bottle, no vol",,Precipitation,Liz Holden,,,,,,,,2010,,
94991,TF2,27-Jul-10,9:20:00 AM,Lamprey,Weekly,,1.05,0.28,0.01,0.12,good,,143.50,,06-Jun-11,0.64,0.12,0.28,0.64,0.06,0.07,0.56,,2.42,0.01,5.46,7,,,,,,4299.5,,Bucket mm precip > CRN,Precipitation,Liz Holden,,,,,,,,2010,,
95182,TF2,03-Aug-10,9:40:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,13.5,,not enough precip for samples,Precipitation,Michelle Daley,,,,,,,,2010,,
95183,ppt6North,03-Aug-10,11:20:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,6.13,"has different sized funnel, how long has this been deployed? Needs Oring and clamp and funnel w/ hole to secure it.  Funnel was not level.",,Precipitation,Michelle Daley,,,,,,,,2010,,
95376,TF2,10-Aug-10,10:40:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,4.27,,23,,,,,3106.5,,est time,Precipitation,Michelle Daley,,,,,,,,2010,,
95377,ppt6North,10-Aug-10,4:08:00 PM,Lamprey,Monthly,,2.40,0.83,-0.03,0.30,good,,551.57,,06-Jun-11,1.82,0.30,0.96,0.37,0.21,0.07,0.45,,2.63,0.07,,,,,,,,859,Typical funnel (198.5 mm diameter) was redeployed and funnel was level.  Not sure how accurate this collector has been this summer.  Liz suspects less rain was collected than actually fell.,"changed from 6"" funnel",Precipitation,Michelle Daley,,,,,,,,2010,,
95556,TF2,17-Aug-10,9:40:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,125,,,Precipitation,Liz Holden,,,,,,,,2010,,
95557,ppt6North,17-Aug-10,11:20:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,19.13,,,Precipitation,Liz Holden,,,,,,,,2010,,
96164,TF2,24-Aug-10,10:55:00 AM,Lamprey,Weekly,,2.17,0.79,0.02,0.46,good,,300.76,,06-Jun-11,1.91,0.46,0.48,1.79,0.13,0.16,0.32,,7.13,0.03,,,,,,,,395,,got samples but not enough vol for pH/SC,Precipitation,Liz Holden,,,,,,,,2010,,
96165,ppt6North,24-Aug-10,12:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,tube had come out of bottle; did not collect precipitation,,Precipitation,Liz Holden,,,,,,,,2010,,
96191,TF2,31-Aug-10,9:15:00 AM,Lamprey,Weekly,,0.53,0.09,0.05,0.02,good,,23.06,,06-Jun-11,0.14,0.02,0.02,0.21,0.07,0.02,0.14,,5.58,0.03,4.84,,2,,,,,5079.5,,est time,Precipitation,Liz Holden,,,,,,,,2010,,
96192,ppt6North,31-Aug-10,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,63.13,,,Precipitation,Liz Holden,,,,,,,,2010,,
96436,TF2,07-Sep-10,9:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,164.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
96437,ppt6North,07-Sep-10,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,6.13,,,Precipitation,Liz Holden,,,,,,,,2010,,
96541,ppt6North,14-Sep-10,3:44:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,193,Fixed set up so it was level and would drain; Typical funnel is in place which was installd in Aug,,Precipitation,Liz Holden,,,,,,,,2010,,
96542,TF2,14-Sep-10,9:50:00 AM,Lamprey,Monthly,,1.39,0.71,0.00,0.32,good,,385.95,,06-Jun-11,0.31,0.32,0.52,0.38,0.09,0.06,0.25,,4.00,0.16,,,,,,,,537.5,,"poss. contamination due to syringe dropped into bucket; not enough vol for pH, SC",Precipitation,Liz Holden,,,,,,,,2010,,
96582,TF2,21-Sep-10,8:50:00 AM,Lamprey,Weekly,,1.34,0.72,0.00,0.38,good,,348.44,,06-Jun-11,0.28,0.38,0.47,0.38,0.11,0.03,0.23,,5.85,0.15,5.6,,16,,,,,1033,,,Precipitation,Liz Holden,,,,,,,,2010,,
96583,ppt6North,21-Sep-10,10:15:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,197.13,,,Precipitation,Liz Holden,,,,,,,,2010,,
96616,TF2,28-Sep-10,10:10:00 AM,Lamprey,Weekly,,1.66,0.67,0.05,0.33,good,,292.63,,06-Jun-11,8.63,0.33,0.42,6.76,0.13,0.23,0.45,,5.91,0.16,,,,,,,,174.5,adjusted foam pad; bucket hitting bracket for foam pad on back side near shield.  Need screwdriver etc to fix.,,Precipitation,Michelle Daley,,,,,,,,2010,,
96617,ppt6North,28-Sep-10,12:00:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,210,,,Precipitation,Michelle Daley,,,,,,,,2010,,
96635,TF2,05-Oct-10,9:15:00 AM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,3.95,,7,,,,,2304.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
96636,ppt6North,05-Oct-10,10:45:00 AM,Lamprey,Weekly,,0.38,0.09,-0.01,0.06,good,,40.23,,06-Jun-11,0.69,0.06,0.13,0.67,0.07,0.04,0.11,,1.26,0.03,,,,,,,,1351.13,,,Precipitation,Liz Holden,,,,,,,,2010,,
96663,ppt6North,12-Oct-10,3:55:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Michelle Daley,,,,,,,,2010,,
96664,TF2,12-Oct-10,8:45:00 AM,Lamprey,Monthly,GB Intensive,0.93,0.34,0.03,0.07,good,,226.19,,06-Jun-11,1.45,0.07,0.17,1.34,0.14,0.11,0.19,,12.57,1.15,,,,,,,,1222.5,,est time,Precipitation,Liz Holden,,,,,,,,2010,,
96695,TF2,20-Oct-10,4:00:00 PM,Lamprey,Weekly,GB Intensive,0.44,0.07,-0.01,0.03,good,,48.59,,06-Jun-11,0.73,0.03,0.09,0.69,0.05,0.07,0.08,,2.16,0.03,4.7,,6,,,,,3555,sampled WEDNESDAY,,Precipitation,Liz Holden,,,,,,,,2010,,
96696,ppt6North,20-Oct-10,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,not changed,,Precipitation,Liz Holden,,,,,,,,2010,,
96735,TF2,26-Oct-10,11:45:00 AM,Lamprey,Weekly,GB Intensive,2.46,1.64,-0.07,1.01,good,,705.22,,06-Jun-11,0.98,1.01,0.92,1.03,0.08,0.18,0.68,,9.91,0.09,,,,,,,,208.5,,"not enough vol for pH, SC",Precipitation,Liz Holden,,,,,,,,2010,,
96736,ppt6North,26-Oct-10,1:15:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1616.13,two weeks' worth of precip,,Precipitation,Liz Holden,,,,,,,,2010,,
97050,ppt6North,09-Nov-10,11:40:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Liz Holden,,,,,,,,2010,,
97051,TF2,09-Nov-10,10:50:00 AM,Lamprey,Monthly,GB Intensive,0.36,0.08,-0.01,0.04,good,,43.62,,06-Jun-11,0.28,0.04,0.12,0.35,0.07,0.02,0.04,,1.76,0.02,,,,,,,,,,,Precipitation,Michelle Daley,,,,,,,,2010,,
97105,TF2,16-Nov-10,10:15:00 AM,Lamprey,Weekly,GB Intensive,1.39,0.57,0.12,0.14,good,,319.06,,06-Jun-11,0.56,0.14,0.24,0.61,0.12,0.06,0.22,,6.52,,,,,,,,,189.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
97106,ppt6North,16-Nov-10,11:45:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,194,,,Precipitation,Liz Holden,,,,,,,,2010,,
97422,TF2,23-Nov-10,10:30:00 AM,Lamprey,Weekly,GB Intensive,0.33,0.16,0.04,0.08,good,,41.87,,06-Jun-11,2.56,0.08,0.29,2.49,0.12,0.15,0.61,,4.52,,3.89,,8,,,,,2315,,,Precipitation,Liz Holden,,,,0.00,,,,2010,,
97423,ppt6North,23-Nov-10,11:30:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,989.63,,,Precipitation,Liz Holden,,,,,,,,2010,,
97483,TF2,30-Nov-10,11:20:00 AM,Lamprey,Weekly,GB Intensive,0.88,0.37,0.00,0.21,good,,159.02,,06-Jun-11,0.24,0.21,0.31,0.36,0.09,0.01,0.09,,9.37,,,,,,,,,673,,,Precipitation,Liz Holden,,,,0.00,,,,2010,,
97484,ppt6North,30-Nov-10,10:15:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,13.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
97521,TF2,07-Dec-10,10:35:00 AM,Lamprey,Weekly,GB Intensive,0.60,0.20,0.00,0.13,good,,67.35,,06-Jun-11,5.56,0.13,0.41,4.21,0.23,0.50,0.28,,5.11,0.08,5.56,,27,,,,,1211.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
97522,ppt6North,07-Dec-10,11:40:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,871.63,,,Precipitation,Liz Holden,,,,,,,,2010,,
97540,ppt6North,14-Dec-10,1:40:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1857.5,,,Precipitation,Liz Holden,,,,,,,,2010,,
97541,TF2,14-Dec-10,10:20:00 AM,Lamprey,Monthly,GB Intensive,0.40,0.13,-0.02,0.09,good,,63.51,,06-Jun-11,5.40,0.09,0.37,4.07,0.18,0.50,0.26,,6.40,,5.71,,24,,,,,3554.5,,est time,Precipitation,Liz Holden,,,,,,,,2010,,
97583,TF2,21-Dec-10,10:50:00 AM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,28.5,,est time,Precipitation,Liz Holden,,,,,,,,2010,,
97584,ppt6North,21-Dec-10,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,9.13,,,Precipitation,Liz Holden,,,,,,,,2010,,
97647,TF2,28-Dec-10,11:00:00 AM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,27,"~8"" of snow had fallen; low precip measured probably due to high winds. Not enough to save for analysis.",est time,Precipitation,Liz Holden,,,,,,,,2010,,
97648,ppt6North,28-Dec-10,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,644,,,Precipitation,Liz Holden,,,,,,,,2010,,
97679,TF2,04-Jan-11,10:00:00 AM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Liz Holden,,,,,,,,2011,,
97680,ppt6North,04-Jan-11,10:50:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Liz Holden,,,,,,,,2011,,
97710,ppt6North,11-Jan-11,4:15:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Liz Holden,,,,,,,,2011,,
97711,TF2,11-Jan-11,11:00:00 AM,Lamprey,Monthly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,29.5,,,Precipitation,Liz Holden,,,,,,,,2011,,
97742,TF2,18-Jan-11,11:25:00 AM,Lamprey,Weekly,GB Intensive,0.91,0.38,0.00,0.33,good,,51.98,,06-Jun-11,1.25,0.33,0.12,1.25,0.13,0.07,0.27,,7.75,0.21,,,,,,,,292,,,Precipitation,Liz Holden,,,,,,,,2011,,
97743,ppt6North,19-Jan-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,2679,,visited Wed due to storm,Precipitation,Liz Holden,,,,,,,,2011,,
97823,TF2,25-Jan-11,1:45:00 PM,Lamprey,Weekly,GB Intensive,0.74,0.27,-0.13,0.33,good,,66.06,,06-Jun-11,1.38,0.33,0.13,1.40,0.13,0.07,0.30,,4.30,0.62,4.98,,9,,,,,1998.5,,est time,Precipitation,Liz Holden,,,,,,,,2011,,
97824,ppt6North,25-Jan-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1083,,,Precipitation,Liz Holden,,,,,,,,2011,,
98031,TF2,01-Feb-11,10:30:00 AM,Lamprey,Weekly,GB Intensive,1.60,0.49,0.10,0.25,good,,139.78,,06-Jun-11,0.21,0.25,0.13,0.29,0.07,0.02,0.14,,6.72,0.11,,,,,,,,375,,est time,Precipitation,Liz Holden,,,,,,,,2011,,
98032,ppt6North,01-Feb-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1487,,,Precipitation,Liz Holden,,,,,,,,2011,,
98131,ppt6North,08-Feb-11,3:30:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1634,,,Precipitation,Liz Holden,,,,,,,,2011,,
98132,TF2,08-Feb-11,12:00:00 PM,Lamprey,Monthly,GB Intensive,0.97,0.48,-0.02,0.34,good,,161.29,,06-Jun-11,0.42,0.34,0.35,0.45,0.07,0.05,0.20,,8.62,,,,,,,,,1514,,,Precipitation,Liz Holden,,,,0.01,,,,2011,,
98265,TF2,15-Feb-11,10:45:00 AM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,est time,Precipitation,Liz Holden,,,,,,,,2011,,
98266,ppt6North,15-Feb-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Liz Holden,,,,,,,,2011,,
98414,TF2,22-Feb-11,10:20:00 AM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,9.21,,,,,,,,375,,,Precipitation,Liz Holden,,,,,,,,2011,,
98415,ppt6North,22-Feb-11,11:15:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,3231,,,Precipitation,Liz Holden,,,,,,,,2011,,
98430,TF2,01-Mar-11,10:15:00 AM,Lamprey,Weekly,GB Intensive,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,est time,Precipitation,Liz Holden,,,,,,,,2011,,
98431,ppt6North,01-Mar-11,,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,,,Precipitation,Liz Holden,,,,,,,,2011,,
98499,ppt6North,08-Mar-11,1:30:00 PM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,4305,,,Precipitation,Liz Holden,,,,,,,,2011,,
98500,TF2,08-Mar-11,3:45:00 PM,Lamprey,Monthly,GB Intensive,0.35,0.10,-0.01,0.06,good,,53.54,,06-Jun-11,0.72,0.06,0.11,0.69,0.05,0.07,0.07,,3.05,0.11,5.14,,6,,,,,2890.5,,est time,Precipitation,Liz Holden,,,,,,,,2011,,
98504,TF2,15-Mar-11,11:45:00 AM,Lamprey,Weekly,GB Intensive,0.70,0.19,0.02,0.07,good,,102.46,,06-Jun-11,1.25,0.07,0.23,1.24,0.14,0.11,0.20,,3.60,0.09,5.45,10,,,,,,2381,,,Precipitation,Liz Holden,,,,,,,,2011,,
98505,ppt6North,15-Mar-11,12:30:00 PM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1400.5,,,Precipitation,Liz Holden,,,,,,,,2011,,
